badge_number,position,department,work_date,day_of_week,punch_count,hours_worked,status,is_absent,prior_records,prior_absence_rate,prior_avg_hours
EMP1020,TECHNICIAN,Operations,2026-04-08,Wednesday,2,8.766666666666667,PRESENT,0,5,0.2,7.286666666666667
EMP1020,TECHNICIAN,Operations,2026-04-09,Thursday,4,9.533333333333333,PRESENT,0,6,0.16666666666666666,7.533333333333334
EMP1020,TECHNICIAN,Operations,2026-04-10,Friday,4,9.066666666666666,PRESENT,0,7,0.14285714285714285,7.819047619047619
EMP1020,TECHNICIAN,Operations,2026-04-13,Monday,6,7.116666666666666,PRESENT,0,8,0.125,7.9750000000000005
EMP1020,TECHNICIAN,Operations,2026-04-14,Tuesday,6,10.716666666666667,PRESENT,0,9,0.1111111111111111,7.879629629629629
EMP1020,TECHNICIAN,Operations,2026-04-15,Wednesday,2,9.316666666666666,PRESENT,0,10,0.1,8.163333333333334
EMP1020,TECHNICIAN,Operations,2026-04-16,Thursday,4,9.433333333333334,PRESENT,0,11,0.09090909090909091,8.268181818181818
EMP1021,DRIVER,Logistics,2026-04-01,Wednesday,4,9.033333333333333,PRESENT,0,0,,
EMP1021,DRIVER,Logistics,2026-04-02,Thursday,4,7.55,PRESENT,0,1,0.0,9.033333333333331
EMP1021,DRIVER,Logistics,2026-04-03,Friday,4,7.783333333333333,PRESENT,0,2,0.0,8.291666666666668
EMP1021,DRIVER,Logistics,2026-04-06,Monday,6,8.666666666666666,PRESENT,0,3,0.0,8.122222222222222
EMP1021,DRIVER,Logistics,2026-04-07,Tuesday,0,0.0,ABSENT,1,4,0.0,8.258333333333333
EMP1021,DRIVER,Logistics,2026-04-08,Wednesday,2,7.183333333333334,PRESENT,0,5,0.2,6.6066666666666665
EMP1021,DRIVER,Logistics,2026-04-09,Thursday,2,9.033333333333333,PRESENT,0,6,0.16666666666666666,6.702777777777778
EMP1021,DRIVER,Logistics,2026-04-10,Friday,2,10.1,PRESENT,0,7,0.14285714285714285,7.035714285714285
EMP1021,DRIVER,Logistics,2026-04-13,Monday,4,8.8,PRESENT,0,8,0.125,7.418750000000001
EMP1021,DRIVER,Logistics,2026-04-14,Tuesday,4,10.116666666666667,PRESENT,0,9,0.1111111111111111,7.572222222222223
EMP1021,DRIVER,Logistics,2026-04-15,Wednesday,2,8.466666666666667,PRESENT,0,10,0.1,7.826666666666666
EMP1021,DRIVER,Logistics,2026-04-16,Thursday,4,9.733333333333333,PRESENT,0,11,0.09090909090909091,7.884848484848485
EMP1022,SUPERVISOR,Management,2026-04-01,Wednesday,6,7.466666666666667,PRESENT,0,0,,
EMP1022,SUPERVISOR,Management,2026-04-02,Thursday,6,8.416666666666666,PRESENT,0,1,0.0,7.466666666666667
EMP1022,SUPERVISOR,Management,2026-04-03,Friday,2,9.666666666666666,PRESENT,0,2,0.0,7.9416666666666655
EMP1022,SUPERVISOR,Management,2026-04-06,Monday,2,8.216666666666667,PRESENT,0,3,0.0,8.516666666666666
EMP1022,SUPERVISOR,Management,2026-04-07,Tuesday,4,7.8,PRESENT,0,4,0.0,8.441666666666666
EMP1022,SUPERVISOR,Management,2026-04-08,Wednesday,4,7.7,PRESENT,0,5,0.0,8.313333333333333
EMP1022,SUPERVISOR,Management,2026-04-09,Thursday,4,7.483333333333333,PRESENT,0,6,0.0,8.21111111111111
EMP1022,SUPERVISOR,Management,2026-04-10,Friday,4,8.516666666666667,PRESENT,0,7,0.0,8.107142857142858
EMP1022,SUPERVISOR,Management,2026-04-13,Monday,6,8.55,PRESENT,0,8,0.0,8.158333333333333
EMP1022,SUPERVISOR,Management,2026-04-14,Tuesday,0,0.0,ABSENT,1,9,0.0,8.20185185185185
EMP1022,SUPERVISOR,Management,2026-04-15,Wednesday,4,10.466666666666667,PRESENT,0,10,0.1,7.381666666666666
EMP1022,SUPERVISOR,Management,2026-04-16,Thursday,2,9.5,PRESENT,0,11,0.09090909090909091,7.662121212121212
EMP1023,CLERK,Finance,2026-04-01,Wednesday,6,9.55,PRESENT,0,0,,
EMP1023,CLERK,Finance,2026-04-02,Thursday,4,8.483333333333333,PRESENT,0,1,0.0,9.549999999999999
EMP1023,CLERK,Finance,2026-04-03,Friday,2,8.4,PRESENT,0,2,0.0,9.016666666666666
EMP1023,CLERK,Finance,2026-04-06,Monday,2,8.033333333333333,PRESENT,0,3,0.0,8.811111111111112
EMP1023,CLERK,Finance,2026-04-07,Tuesday,0,0.0,ABSENT,1,4,0.0,8.616666666666667
EMP1023,CLERK,Finance,2026-04-08,Wednesday,4,10.066666666666666,PRESENT,0,5,0.2,6.8933333333333335
EMP1023,CLERK,Finance,2026-04-09,Thursday,0,0.0,ABSENT,1,6,0.16666666666666666,7.422222222222222
EMP1023,CLERK,Finance,2026-04-10,Friday,4,9.033333333333333,PRESENT,0,7,0.2857142857142857,6.3619047619047615
EMP1023,CLERK,Finance,2026-04-13,Monday,4,8.116666666666667,PRESENT,0,8,0.25,6.695833333333334
EMP1023,CLERK,Finance,2026-04-14,Tuesday,6,10.9,PRESENT,0,9,0.2222222222222222,6.853703703703704
EMP1023,CLERK,Finance,2026-04-15,Wednesday,6,7.983333333333333,PRESENT,0,10,0.2,7.258333333333333
EMP1023,CLERK,Finance,2026-04-16,Thursday,6,9.15,PRESENT,0,11,0.18181818181818182,7.324242424242424
EMP1024,ACCOUNTANT,Finance,2026-04-01,Wednesday,4,10.466666666666667,PRESENT,0,0,,
EMP1024,ACCOUNTANT,Finance,2026-04-02,Thursday,4,9.116666666666667,PRESENT,0,1,0.0,10.466666666666669
EMP1024,ACCOUNTANT,Finance,2026-04-03,Friday,4,8.516666666666667,PRESENT,0,2,0.0,9.791666666666668
EMP1024,ACCOUNTANT,Finance,2026-04-06,Monday,6,10.1,PRESENT,0,3,0.0,9.366666666666667
EMP1024,ACCOUNTANT,Finance,2026-04-07,Tuesday,4,7.55,PRESENT,0,4,0.0,9.55
EMP1024,ACCOUNTANT,Finance,2026-04-08,Wednesday,4,10.016666666666667,PRESENT,0,5,0.0,9.15
EMP1024,ACCOUNTANT,Finance,2026-04-09,Thursday,4,9.233333333333333,PRESENT,0,6,0.0,9.294444444444444
EMP1024,ACCOUNTANT,Finance,2026-04-10,Friday,4,9.066666666666666,PRESENT,0,7,0.0,9.285714285714286
EMP1024,ACCOUNTANT,Finance,2026-04-13,Monday,0,0.0,ABSENT,1,8,0.0,9.258333333333333
EMP1024,ACCOUNTANT,Finance,2026-04-14,Tuesday,6,9.666666666666666,PRESENT,0,9,0.1111111111111111,8.22962962962963
EMP1024,ACCOUNTANT,Finance,2026-04-15,Wednesday,6,7.383333333333334,PRESENT,0,10,0.1,8.373333333333333
EMP1024,ACCOUNTANT,Finance,2026-04-16,Thursday,0,0.0,ABSENT,1,11,0.09090909090909091,8.283333333333333
EMP1025,LABORER,Logistics,2026-04-01,Wednesday,4,9.05,PRESENT,0,0,,
EMP1025,LABORER,Logistics,2026-04-02,Thursday,2,7.65,PRESENT,0,1,0.0,9.050000000000002
EMP1025,LABORER,Logistics,2026-04-03,Friday,0,0.0,ABSENT,1,2,0.0,8.350000000000001
EMP1025,LABORER,Logistics,2026-04-06,Monday,4,10.316666666666666,PRESENT,0,3,0.3333333333333333,5.566666666666666
EMP1025,LABORER,Logistics,2026-04-07,Tuesday,4,8.7,PRESENT,0,4,0.25,6.754166666666667
EMP1025,LABORER,Logistics,2026-04-08,Wednesday,4,8.7,PRESENT,0,5,0.2,7.1433333333333335
EMP1025,LABORER,Logistics,2026-04-09,Thursday,4,8.7,PRESENT,0,6,0.16666666666666666,7.402777777777779
EMP1025,LABORER,Logistics,2026-04-10,Friday,4,9.25,PRESENT,0,7,0.14285714285714285,7.588095238095238
EMP1025,LABORER,Logistics,2026-04-13,Monday,4,9.316666666666666,PRESENT,0,8,0.125,7.795833333333334
EMP1025,LABORER,Logistics,2026-04-14,Tuesday,4,9.733333333333333,PRESENT,0,9,0.1111111111111111,7.9648148148148135
EMP1025,LABORER,Logistics,2026-04-15,Wednesday,4,8.133333333333333,PRESENT,0,10,0.1,8.141666666666666
EMP1025,LABORER,Logistics,2026-04-16,Thursday,6,9.016666666666667,PRESENT,0,11,0.09090909090909091,8.14090909090909
EMP1026,ADMINISTRATOR,Management,2026-04-01,Wednesday,6,9.633333333333333,PRESENT,0,0,,
EMP1026,ADMINISTRATOR,Management,2026-04-02,Thursday,4,9.833333333333334,PRESENT,0,1,0.0,9.633333333333335
EMP1026,ADMINISTRATOR,Management,2026-04-03,Friday,4,8.85,PRESENT,0,2,0.0,9.733333333333334
EMP1026,ADMINISTRATOR,Management,2026-04-06,Monday,4,8.733333333333333,PRESENT,0,3,0.0,9.438888888888888
EMP1026,ADMINISTRATOR,Management,2026-04-07,Tuesday,4,8.516666666666667,PRESENT,0,4,0.0,9.2625
EMP1026,ADMINISTRATOR,Management,2026-04-08,Wednesday,4,8.4,PRESENT,0,5,0.0,9.113333333333333
EMP1026,ADMINISTRATOR,Management,2026-04-09,Thursday,0,0.0,ABSENT,1,6,0.0,8.994444444444445
EMP1026,ADMINISTRATOR,Management,2026-04-10,Friday,4,8.083333333333334,PRESENT,0,7,0.14285714285714285,7.709523809523809
EMP1026,ADMINISTRATOR,Management,2026-04-13,Monday,4,8.8,PRESENT,0,8,0.125,7.75625
EMP1026,ADMINISTRATOR,Management,2026-04-14,Tuesday,0,0.0,ABSENT,1,9,0.1111111111111111,7.872222222222222
EMP1026,ADMINISTRATOR,Management,2026-04-15,Wednesday,4,9.45,PRESENT,0,10,0.2,7.084999999999999
EMP1026,ADMINISTRATOR,Management,2026-04-16,Thursday,4,9.583333333333334,PRESENT,0,11,0.18181818181818182,7.300000000000001
EMP1027,ENGINEER,Operations,2026-04-01,Wednesday,4,7.516666666666667,PRESENT,0,0,,
EMP1027,ENGINEER,Operations,2026-04-02,Thursday,4,9.766666666666667,PRESENT,0,1,0.0,7.5166666666666675
EMP1027,ENGINEER,Operations,2026-04-03,Friday,2,7.333333333333333,PRESENT,0,2,0.0,8.641666666666667
EMP1027,ENGINEER,Operations,2026-04-06,Monday,6,9.366666666666667,PRESENT,0,3,0.0,8.205555555555556
EMP1027,ENGINEER,Operations,2026-04-07,Tuesday,2,9.183333333333334,PRESENT,0,4,0.0,8.495833333333334
EMP1027,ENGINEER,Operations,2026-04-08,Wednesday,2,8.133333333333333,PRESENT,0,5,0.0,8.633333333333333
EMP1027,ENGINEER,Operations,2026-04-09,Thursday,0,0.0,ABSENT,1,6,0.0,8.549999999999999
EMP1027,ENGINEER,Operations,2026-04-10,Friday,4,9.9,PRESENT,0,7,0.14285714285714285,7.328571428571429
EMP1027,ENGINEER,Operations,2026-04-13,Monday,4,10.55,PRESENT,0,8,0.125,7.65
EMP1027,ENGINEER,Operations,2026-04-14,Tuesday,6,9.1,PRESENT,0,9,0.1111111111111111,7.972222222222222
EMP1027,ENGINEER,Operations,2026-04-15,Wednesday,4,9.2,PRESENT,0,10,0.1,8.084999999999999
EMP1027,ENGINEER,Operations,2026-04-16,Thursday,0,0.0,ABSENT,1,11,0.09090909090909091,8.186363636363636
EMP1028,TECHNICIAN,Operations,2026-04-01,Wednesday,6,9.366666666666667,PRESENT,0,0,,
EMP1028,TECHNICIAN,Operations,2026-04-02,Thursday,6,8.016666666666667,PRESENT,0,1,0.0,9.366666666666665
EMP1028,TECHNICIAN,Operations,2026-04-03,Friday,4,9.683333333333334,PRESENT,0,2,0.0,8.691666666666668
EMP1028,TECHNICIAN,Operations,2026-04-06,Monday,4,8.433333333333334,PRESENT,0,3,0.0,9.022222222222222
EMP1028,TECHNICIAN,Operations,2026-04-07,Tuesday,6,10.25,PRESENT,0,4,0.0,8.875
EMP1028,TECHNICIAN,Operations,2026-04-08,Wednesday,2,9.016666666666667,PRESENT,0,5,0.0,9.15
EMP1028,TECHNICIAN,Operations,2026-04-09,Thursday,4,9.266666666666667,PRESENT,0,6,0.0,9.127777777777778
EMP1028,TECHNICIAN,Operations,2026-04-10,Friday,4,8.616666666666667,PRESENT,0,7,0.0,9.147619047619047
EMP1028,TECHNICIAN,Operations,2026-04-13,Monday,2,9.15,PRESENT,0,8,0.0,9.08125
EMP1028,TECHNICIAN,Operations,2026-04-14,Tuesday,2,9.866666666666667,PRESENT,0,9,0.0,9.08888888888889
EMP1028,TECHNICIAN,Operations,2026-04-15,Wednesday,4,7.7,PRESENT,0,10,0.0,9.166666666666668
EMP1028,TECHNICIAN,Operations,2026-04-16,Thursday,2,9.866666666666667,PRESENT,0,11,0.0,9.033333333333333
EMP1029,DRIVER,Logistics,2026-04-01,Wednesday,2,9.35,PRESENT,0,0,,
EMP1029,DRIVER,Logistics,2026-04-02,Thursday,4,8.35,PRESENT,0,1,0.0,9.35
EMP1029,DRIVER,Logistics,2026-04-03,Friday,2,8.2,PRESENT,0,2,0.0,8.85
EMP1029,DRIVER,Logistics,2026-04-06,Monday,4,8.05,PRESENT,0,3,0.0,8.633333333333335
EMP1029,DRIVER,Logistics,2026-04-07,Tuesday,4,9.383333333333333,PRESENT,0,4,0.0,8.487499999999999
EMP1029,DRIVER,Logistics,2026-04-08,Wednesday,4,9.983333333333333,PRESENT,0,5,0.0,8.666666666666666
EMP1029,DRIVER,Logistics,2026-04-09,Thursday,6,7.316666666666666,PRESENT,0,6,0.0,8.886111111111111
EMP1029,DRIVER,Logistics,2026-04-10,Friday,0,0.0,ABSENT,1,7,0.0,8.661904761904761
EMP1029,DRIVER,Logistics,2026-04-13,Monday,4,9.15,PRESENT,0,8,0.125,7.579166666666667
EMP1029,DRIVER,Logistics,2026-04-14,Tuesday,0,0.0,ABSENT,1,9,0.1111111111111111,7.753703703703703
EMP1029,DRIVER,Logistics,2026-04-15,Wednesday,4,9.633333333333333,PRESENT,0,10,0.2,6.9783333333333335
EMP1029,DRIVER,Logistics,2026-04-16,Thursday,4,8.616666666666667,PRESENT,0,11,0.18181818181818182,7.219696969696969
EMP1030,SUPERVISOR,Management,2026-04-01,Wednesday,4,7.583333333333333,PRESENT,0,0,,
EMP1030,SUPERVISOR,Management,2026-04-02,Thursday,2,7.883333333333334,PRESENT,0,1,0.0,7.583333333333333
EMP1030,SUPERVISOR,Management,2026-04-03,Friday,0,0.0,ABSENT,1,2,0.0,7.733333333333333
EMP1030,SUPERVISOR,Management,2026-04-06,Monday,6,10.533333333333333,PRESENT,0,3,0.3333333333333333,5.155555555555556
EMP1030,SUPERVISOR,Management,2026-04-07,Tuesday,2,8.45,PRESENT,0,4,0.25,6.500000000000001
EMP1030,SUPERVISOR,Management,2026-04-08,Wednesday,0,0.0,ABSENT,1,5,0.2,6.890000000000001
EMP1030,SUPERVISOR,Management,2026-04-09,Thursday,4,9.466666666666667,PRESENT,0,6,0.3333333333333333,5.741666666666666
EMP1030,SUPERVISOR,Management,2026-04-10,Friday,4,7.4,PRESENT,0,7,0.2857142857142857,6.273809523809524
EMP1030,SUPERVISOR,Management,2026-04-13,Monday,4,8.3,PRESENT,0,8,0.25,6.414583333333333
EMP1030,SUPERVISOR,Management,2026-04-14,Tuesday,6,10.7,PRESENT,0,9,0.2222222222222222,6.624074074074073
EMP1030,SUPERVISOR,Management,2026-04-15,Wednesday,4,8.866666666666667,PRESENT,0,10,0.2,7.031666666666666
EMP1030,SUPERVISOR,Management,2026-04-16,Thursday,4,9.8,PRESENT,0,11,0.18181818181818182,7.198484848484849
